ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
15365,CS,9999,012,IND,"1 - 12","Mohammad Mahmoody","TBA","TBA","Dissertation","",Open,0,30,0
15845,CS,9999,013,IND,"1 - 12","Yangfeng Ji","TBA","TBA","Dissertation","",Open,3,30,0
15544,CS,9999,014,IND,"1 - 12","Madhur Behl","TBA","TBA","Dissertation","",Open,4,30,0
16514,CS,9999,015,IND,"1 - 12","Kun Qian","TBA","TBA","Dissertation","",Open,0,30,0
15366,CS,9999,016,IND,"1 - 12","Yanjun Qi","TBA","TBA","Dissertation","",Open,0,30,0
15693,CS,9999,017,IND,"1 - 12","Aidong Zhang","TBA","TBA","Dissertation","",Open,3,30,0
15974,CS,9999,018,IND,"1 - 12","Felix Lin","TBA","TBA","Dissertation","",Open,0,30,0
15073,CS,9999,019,IND,"1 - 12","Kevin Skadron","TBA","TBA","Dissertation","",Open,7,30,0
15686,CS,9999,020,IND,"1 - 12","Madhav Marathe","TBA","TBA","Dissertation","",Open,7,30,0
15685,CS,9999,021,IND,"1 - 12","Anil Vullikanti","TBA","TBA","Dissertation","",Open,1,30,0
15074,CS,9999,022,IND,"1 - 12","Kevin Sullivan","TBA","TBA","Dissertation","",Open,0,30,0
15617,CS,9999,023,IND,"1 - 12","Farzad Hassanzadeh","TBA","TBA","Dissertation","",Open,0,30,0
15820,CS,9999,024,IND,"1 - 12","Jundong Li","TBA","TBA","Dissertation","",Open,1,30,0
15462,CS,9999,025,IND,"1 - 12","Samira Khan","TBA","TBA","Dissertation","",Open,1,30,0
16179,CS,9999,026,IND,"1 - 12","Tom Fletcher","TBA","TBA","Dissertation","",Open,1,30,0
15521,CS,9999,027,IND,"1 - 12","Haiying Shen","TBA","TBA","Dissertation","",Open,6,30,0
15529,CS,9999,028,IND,"1 - 12","Lu Feng","TBA","TBA","Dissertation","",Open,2,30,0
15545,CS,9999,029,IND,"1 - 12","Brad Campbell","TBA","TBA","Dissertation","",Open,4,30,0
16192,CS,9999,030,IND,"1 - 12","Miaomiao Zhang","TBA","TBA","Dissertation","",Open,1,30,0
16355,CS,9999,031,IND,"1 - 12","Hyojoon Kim","TBA","TBA","Dissertation","",Open,0,30,0
16363,CS,9999,032,IND,"1 - 12","Yue Cheng","TBA","TBA","Dissertation","",Open,1,30,0
16390,CS,9999,033,IND,"1 - 12","Adwait Jog","TBA","TBA","Dissertation","",Open,1,30,0
16391,CS,9999,034,IND,"1 - 12","Judy Fox","TBA","TBA","Dissertation","",Open,1,30,0
16392,CS,9999,035,IND,"1 - 12","Sandhya Dwarkadas","TBA","TBA","Dissertation","",Open,0,30,0
16393,CS,9999,036,IND,"1 - 12","Tianhao Wang","TBA","TBA","Dissertation","",Open,1,30,0
16394,CS,9999,037,IND,"1 - 12","Yen-Ling Kuo","TBA","TBA","Dissertation","",Open,1,30,0
16395,CS,9999,038,IND,"1 - 12","Wei-Kai Lin","TBA","TBA","Dissertation","",Open,0,30,0
16396,CS,9999,039,IND,"1 - 12","Chang Lou","TBA","TBA","Dissertation","",Open,0,30,0
16397,CS,9999,040,IND,"1 - 12","Ferdinando Fioretto","TBA","TBA","Dissertation","",Open,1,30,0
16398,CS,9999,041,IND,"1 - 12","Chen-Yu Wei","TBA","TBA","Dissertation","",Open,0,30,0
21340,CS,9999,042,IND,"1 - 12","Henry Kautz","TBA","TBA","Dissertation","",Open,0,30,0
21619,CS,9999,043,IND,"1 - 12","Chen Chen","TBA","TBA","Dissertation","",Open,0,30,0
21644,CS,9999,044,IND,"1 - 12","Afsaneh Doryab","TBA","TBA","Dissertation","",Open,1,30,0
21685,CS,9999,045,IND,"1 - 12","Zezhou Cheng","TBA","TBA","Dissertation","",Open,0,30,0
21689,CS,9999,046,IND,"1 - 12","Wenxi Wang","TBA","TBA","Dissertation","",Open,0,30,0
21691,CS,9999,047,IND,"1 - 12","Rohan Chandra","TBA","TBA","Dissertation","",Open,0,30,0
21694,CS,9999,048,IND,"1 - 12","Hadi Daneshmand","TBA","TBA","Dissertation","",Open,0,30,0
21702,CS,9999,049,IND,"1 - 12","Matheus Xavier Ferreira","TBA","TBA","Dissertation","",Open,0,30,0
21710,CS,9999,050,IND,"1 - 12","Jing Yang","TBA","TBA","Dissertation","",Open,0,30,0
